0798	CNPLH	people	gente	människor	die Leute	ljudstvo
0799	NPH	people	persone generale	någon i allmänhet	man	ljudje
0800	CNPLH	people	persone	personer	Menschen	osebje
0801	CNM	pepper	pepe	peppar	der Pfeffer	paprika
0802	CN	pepper	peperone	paprika	pfeffern	poper
0803	AP	perfect	perfetto	perfekt	perfekt	popoln
0804	AP	perfume	profumo	parfym	Parfüm	parfum
0805	CNM	personal care	cura personale	personlig vård	die Körperpflege	osebna nega
0806	CNH	person	persona	person 	die Person	oseba
0807	CNP	pharmacy	farmacia	apotek	die Apotheke	lekarna
0808	CN	phone number	numero di telefono	telefonnummer	die Telefonnummer	telefonska številka
0809	CN	phone	telefonare	ringa	das Telefon	telefon
0810	CN	photo book	album delle foto	fotoalbum	Fotobuch	fotoknjiga
0811	CN	photo	fotografia	foto	das Foto	fotografija
0812	V2	pick up	raccogliere	plocka upp	abholen	dvigniti
0813	V2	pick up	tirare su	lyfta upp	mitnehmen	vzeti
0814	CN	picture	quadro	tavla	das Bild	slika
0815	CN	pie	pasticcio	paj	der gefüllter Kuchen	pita
0816	CN	pita bread	pane pita	pitabröd	die Pita	polnjen kruh
0817	CN	pizza	pizza	pizza	die Pizza	pica
0818	CNP	place	posto	plats	der Ort	kraj
0819	V2	plant	piantare	plantera	die Pflanze*	rastlina 
0820	CN	plant	pianta	växt	pflanzen*	saditi
0821	CN	plant	piantina	planta	die Pflanze	tovarna
0822	CN	plastic bag	sacchetto di  plastica	plastpåse	die Plastiktüte	plastična vrečka
0823	CN	plastic container	flacone di plastica	plastflaska	der Kunststoffbehälter	plastični zabojnik
0824	CN	plastic liner	sacco immondizia	soppåse	Kunststoffauskleidung 	plastična folija
0825	CNM	plastic wrap	pellicola	gladpack	die Plastikfolie	plastični ovoj
0826	CN	plate	piatto	tallrik	der Teller	krožnik
0827	CN	play,comedy	commedia	kommedi	das Spiel	igra
0828	CN	play,drama	dramma	drama	spielen*	zabava
0829	CN	play	recita	akt	das Schauspiel	nastopiti
0830	CN	play	spettacolo	föreställning	das Stück	uprizoriti
0831	Utt	please be quiet	per favore silenzio	tyst	bitte leise sein	prosim bodite tiho
0832	Interj	I'm sorry	mi dispiace	var snäll*	bitte*	prosim 
0833	Interj	please	per favore	var snäll	das Bitteschön*	izvolite
0834	Interj	please	prego	tack	erfreuen*	ugajati
0835	Utt	please push me	per favore spingimi	var snäll och skjut på	push mich bitte	prosim potisnite me
0836	Utt	please repeat	per favore ripeti	var snäll och säg om det	bitte wiederholen	prosim ponovite
0837	Utt	please wait	per favore aspetta	var snäll och vänta	Warten Sie mal	prosim počakajte
0838	CN	plug	spina	elkontakt	Stecker	vtič
0838	CN	socket	presa	uttag	Steckdose	vtičnica
0839	V2	plug in	inserire la spina	stoppa i kontakten	einstecken 	vključiti
0840	VP	plumb/cover with lead	piombare	laga tänder	die Bleigummiabdeckung	navpično
0841	CN	point	punto	punkt	der Punkt	točka
0842	CN	police car	macchina della polizia	polisbil	das Polizeiauto	policijski avto
0843	CNH	police officer	poliziotto	polis	der Polizist	policist
0844	CNH	police	polizia	polis	die Polizei	policija
0845	CNP	police station	stazione di polizia	polisstation	die Polizeidienststelle	policijska postaja
0846	CN	political party	partito	politiskt parti	die politische Partei	politična stranka
0847	CN	pond	stagno	damm	der Teich	ribnik
0848	CNH	portiere	concierge	portier	portiere	portir, vratar
0849	CNP	postal office	ufficio postale	postkontor	das Postamt	poštni urad
0850	CN	postcard	cartolina	vykort	Postkarte	razglednica
0851	CNM	potatoes salad	insalata di patate	potatissallad	die Kartoffel Salat	krompirjeva solata
0852	CN	potted plant	pianta in vaso	krukväxt	Topfpflanze	rastlina v lončku
0853	VPSlash	pour out into bowl	versare nella ciotola	häll i skålen	ausgießen in Schale	izliti v skledo
0854	V2	pour out	versare	hälla ut	ausgiessen	izliti
0855	CN	practice	pratica	övning	die Praxis	praksa, urjenje
0856	V2	prefer	preferire	föredra	bevorzugen	bolj ceniti
0856	V3	prefer	preferire	föredra	bevorzugen	bolj ceniti
0857	CNH	pregnant woman	donna incinta	gravid kvinna	schwangere Frau	noseča ženska
0858	AP	present	presente	närvarande	das Geschenk*	prisoten
0859	CN	price ticket	cartellino del prezzo	prislapp	das Preisschild	cena vstopnice
0860	CN	printer	stampante	skrivare	der Drucker	tiskalnik
0861	CNH	professor	professore	professor	der Professor	profesor
0862	VP	programming the microwave	programmare il microonde	programmera micron	Programmierung der Mikrowelle	programirati mikrovalno pečico
0863	AP	public	pubblico	allmänhet	öffentich	javen
0864	V2	pull down	abbattere	slå ner	herunterziehen	podreti
0865	VP	pull the plug out	staccare la spina	dra ur sladden	Ziehen Sie den Stecker aus	izvlecite vtikač iz
0866	CNM	pulp of tomato	polpa di pomodoro	tomatkonserv	Fruchtfleisch der Tomate	paradižnikova mezga
0867	CNPL	purchases	acquisti	inköp	die Einkäüfe	nakup
0868	VP	push the sensor	premere il sensore	tryck på kontakten	drücken Sie den Sensor	potisnite senzor
0869	VP	put after shave	mettere il dopobarba	ta på rakvatten	das Aftershave setzen	losion po britju
0870	VP	put cap on	mettere il tappo	sätta på korken	setzen Kappe auf	daj kapo na glavo
0871	VP	put coat on	indossare il cappotto	sätta på jackan	setzen Mantel auf	obleci plašč
0872	V2	put in	mettere dentro	stoppa in	einstellen	daj v
0873	VPSlash	put in the bag	mettere nel sacchetto	lägga i väskan	setzen in der Tasche	daj v vrečko (torbo)
0874	VPSlash	put in the bowl	mettere nella ciotola	lägga i skålen	setzen in der Schüssel	daj v skledo
0875	VPSlash	put in the box	mettere nella scatola	lägga i lådan	setzen in der Box	daj v škatlo
0876	VP	put in the head	mettere dentro la testa	stick in huvudet	in den Kopf legen	daj v glavo
0877	V2	put on	indossare	sätta på	anziehen	obleči
0878	V2	put on	mettere su	lägga	anziehen	postavi na
0879	VP	put on the eye lens	mettere le lenti a contatto	sätta in kontaktlinser	setzen auf die Augenlinse 	daj si očesne leče
0880	VP	put the clothes in the basket	mettere i vestiti nella cesta	lägga kläder i korgen	die Kleider in den Korb setzen	daj obleke v košaro
0881	V2	put together	mettere insieme	sätt ihop	zusammensetzen	daj skupaj
0882	CN	quarter	quarto	kvart	Viertel	četrtina
0883	CN	radio alarm clock	radio sveglia	klockradio	Radiowecker	radio budilka
0884	CN	radio announcer	annunciatore radio	radiopratare	der Radiosprecher	radijska napovedovalka
0885	CN	rail	binario	spår	die Schiene	tračnica
0886	CNP	railroad station	stazione ferroviaria	järnvägsstation	die Eisenbahnstation	železniška postaja
0887	CN	raining boot	stivali da pioggia	gummistövlar	das Boot	gumijasti škornji
0888	V0	rain	piovere	regna	der Regen*	dež
0889	VP	raise arm	alzare il braccio	lyft armen	der Arm erhöhen	dvigniti roko
0890	VP	raise hand	alzare la mano	lyft handen	die Hand heben	dvigniti dlan
0891	VP	raise head	alzare la testa	lyft huvudet	der Kopf heben	dvigniti glavo
0892	VP	raise pants	alzare i pantaloni	dra upp byxorna	die Hose  erhöhen	dvigniti hlače
0893	CNM	rap music	musica rap	rapmusik	die Rap Musik	rap glasba
0894	CN	razor	rasoio	rakhyvel	der Rasierer	britev
0895	Imp	read again	leggilo di nuovo	läs igen	erneut lesen	preberite ponovno
0896	V2	read	leggere	läsa	lesen	brati
0896	V	read	leggere	läsa	lesen	brati
0897	Imp	read this	leggere questo	läsa en fråga*	lesen Sie dies	preberi to
0898	Adv	really	davvero	är det sant?*	wirklich	zares
0899	CN	red berry	bacca rossa	röda bär	die rote Beere	rdeča jagoda
0900	AP	red	rosso	röd	rot	rdeč
0901	CN	remote control	telecomando	fjärrkontroll	die Fernbedienung	daljinec
0902	CN	reservation	prenotazione	reservation	die Reservierung	rezervacija
0903	AP	reserved	prenotato	reserverad	reserviert	rezerviran
0904	CNP	restaurant	ristorante	restaurang	das Restaurant	restavracija
0905	AP	retired	pensionata	pensionerad	im Ruhestand	upokojen
0906	CNM	retirement	ritiro	pensionering	die Pensionierung	upokojitev
0907	V2	return to	ritornare	återvända	zurückkehren zu	vrnitev na
0908	VP	revel	divertirsi	ha roligt	feiern	uživati
0909	CNM	rice	riso	ris	der Reis	riž
0910	VP	ride a bike	andare in bicicletta	cykla	das Fahrrad fahren	voziti kolo, kolesariti
0911	AP	right	corretto	rätt	rechts	desno
0912	AP	right	destra	höger	richtig	pravica
0913	AP	right	giusto	rätt	genau	pravilno
0913	Adv	right	giusto	rätt	genau	pravilno
0914	CN	ring	anello	ring	der Ring	prstan
0915	CN	ring bell	campanello	dörrklocka	die Glocke läuten*	zvoniti
0916	V	ring	squillare	ringa	klingeln	obroč
0917	VP	rinse one's mouth	sciacquarsi la bocca	skölja munnen	den Mund spülen	izpiranje ust
0918	CN	roast beef sandwich	panino all'arrosto	rostbiffssmörgås	der Rinderbratensandwich	sendvič s pečeno govedino
0919	CN	robbery	rapina	rån	der Raub	rop
0920	CN	rocking chair	sedia a dondolo	gungstol	Schaukelstuhl	gugalnik
0921	CNM	rock music	musica rock	rockmusik	die Rockmusik	rock glasba
0922	CN	rock	roccia	sten	Rock	skala
0923	CN	roll of paper	rotoli di carta	pappersrulle	die Papierrole	rola papirja
0924	V2	roll	rotolare	rulla	rollen	zvitek
0924	V	roll	rotolare	rulla	rollen	zvitek
0925	CN	romantic story	storia sentimentale	drama	die romantische Geschichte	romantična zgodba
0926	CN	room	ambienti	rum	das Zimmer	soba
0927	CN	room	stanza	rum 	der Raum	prostor
0928	V2	rub out	cancellare	sudda	leerlaufen	izbrisati
0929	V2	run away from	correre via	springa iväg	wegrennen von	pobegniti iz
0930	V	run away	scappare via	springa iväg	wegrennen von	zbežati
0931	CN	running shoe	scarpe da corsa	joggingskor	die Laufschuhe	tekaški copati
0932	CN	sachet of sugar	bustine di zucchero	sockerförpackning	das Zuckertütchen	vrečka sladkorja
0933	CN	sad tale	storia triste	tragedi	die traurige Geschichte	žalostna zgodba
0934	AP	sad	triste	ledsen	traurig	žalosten
0935	CNM	salad dressing	condimento per insalata	salladsdressing	die Salatsauce	solatni preliv
0936	CNM	salad	insalata	sallad	der Salat	solata
0937	CN	salary	salario	lön	das Gehalt	plača
0938	CN	salary	stipendio	lön	der Monatslohn	prodaja
0939	CNCONJ	salt and pepper	sale e pepe	salt och peppar	Salz und Pfeffer	sol in poper	DUPLICATE 0940
0940	CNM	salt	sale	salt	das Salz	sol
0941	CNM	sand	sabbia	sand	der Sand	pesek
0942	Weekday	Saturday	sabato	lördag	der Samstag	sobota
0943	V2	say	dire	säga	sagen	reci
0943	VS	say	dire	säga	sagen	reci
0944	VP	say the truth	testimoniare la verità	vittna 	die Wahrheit sagen	povedati resnico
0945	CN	scarf 	sciarpa	halsduk	der Schal	šal
0946	AP	scary	pauroso	skräckinjagande	erschreckend	srhljiv
0947	AP	scary	spaventoso	skrämmande	unheimlich	grozen
0948	CN	scary tale	storia paurosa	skräckfilm	die Gruselgeschichte	srhljiva zgodba, strašljiva zgodba
0949	CN	schedule	scheda	schema	der Terminplan	urnik
0950	CNP	school	scuola	skola	die Schule	šola
0951	CN	screen	schermo	skärm	der Bildschirm	zaslon
0952	CN	sculpture	scultura	skulptur	die Skulptur	skulptura
0953	VP	seal an envelope	chiudere una busta	försluta ett kuvert	einen Umschlag dichten	zapečatiti kuverto
0954	CN	sea	mare	hav	das Meer	morje
0955	CNH	secretary	segretario	sekreterare	die Sekretärin	tajnik
0956	V2	see	vedere	titta*	sehen	videti
0956	V	see	vedere	titta*	sehen	videti
0957	Interj	see you later	a più tardi	vi ses senare	bis später	se vidimo kasneje
0958	Interj	see you later	ci vediamo più tardi	vi ses  	wir sehen uns später	dobimo se kasneje
0959	CNH	senior	anziano	åldring	der Senior	starejši, višji, nadrejeni
0960	CN	sentimental tv movie	film sentimentale tv	TV-film*	sentimental Fernsehfilm 	čustvena tv zgodba (film)
0961	CN	service	servizio	tjänst	die Bedienung	usluga
0962	VP	set table	apparecchiare	duka	den Tisch decken	pripraviti mizo
0963	Det	several	tante	många	mehrere	nekoliko, več
0964	CN	sewing machine	macchina da cucire	symaskin	die Maschine	šivalni stroj
0965	VP	shake a carpet	sbattere il tappeto	skaka mattan	einen Teppich schütteln	stresati preprogo
0966	VP	shake a foot	sbattere i piedi	sparka med fötterna	einen Fuss schütteln	stresati nogo (stopalo)
0967	VP	shake one's hands	scuoti le mani	skaka händerna	Hände schütteln	rokovati se
0968	VP	shake one's head	scuotere la testa	skaka på huvudet	mit dem Kopf schütteln	tresti z glavo
0969	CNM	shame	vergogna	skam	die Schande	sramota
0970	VP	shampoo	lavare i capelli	tvätta håret	das Shampoo*	šampon
0971	V2	shave	radere	raka sig	rasieren	(o) briti
0971	V	shave	radere	raka sig	rasieren	(o) briti
0972	CNM	shaving cream	schiuma da barba	raktvål	die Rasiercreme	pena za britje
0973	Pron	she	lei	hon	sie	ona
0974	CN	shelf	scaffale	hylla	das Regal	polica
0975	CN	shirt	camicia	skjorta	das Hemd	srajca
0976	CN	shoe	accessori	skor 	die Schuhe	čevlji
0977	CN	shoe	scarpa	sko	der Schuh	čevelj
0978	CN	shoes	scarpe	sko	die Schuhe	obutev
0979	CNP	shoe store	negozio di scarpe	skoaffär	das Schuhgeschäft	trgovina s čevlji
0980	CN	shopping bag	borsa per la spesa	väska	die Einkaufstasche	nakupovalna vreča, torba
0981	CNP	shopping center	centro commerciale	shoppingcenter	das Einkaufszentrum	nakupovalni center
0982	CNM	shopping	shopping	shoppa*	einkaufen	nakupovanje
0983	AP	short	corto	kort	kurz	kratek, nizek
0984	CN	short sleeve	maniche corte	kort ärm	kurze Ärmel	kratek rokav
0985	CN	shower cap	cuffia doccia	duschmössa	die Duschhaube	kapa za tuširanje
0986	CN	shower	doccia	dusch	die Dusche	tuš
0987	VP	shower	farsi la doccia	duscha	der Schauer	ploha
0988	AP	sick	malato	sjuk	krank	bolan
0989	CNP	sidewalk border	bordo del marciapiede	trottoarkant	Bürgersteig Grenze	rob pločnika
0990	CNP	sidewalk	marciapiede	trottoar	der Bürgersteig	pločnik
0991	CN	signal smoke system	segnalatore di fumo	brandvarnare	das Rauchsignal System	signalni sistem
0992	CNM	silver	argento	silver	das Silber	srebro
0993	CN	sink	acquaio	handfat	das Waschbecken	umivalnik
0994	CN	sin	peccato	synd	die Sünde	greh
0995	CNH	sir	signore	herre	der Herr	gospod
0996	CNH	sister	sorella	syster	die Schwester	sestra
0997	VP	sit on floor	sedersi per terra	sitta på marken	auf dem Boden sitzen	sediti na tleh
0998	VP	sit on floor	stare seduti	sitta på golvet 	auf dem Boden sitzen	usesti na tla
0999	CNM	skin	pelle	hud	die Haut	koža
1000	CN	skirt	gonna	kjol	der Rock	krilo
1001	CN	sky	cielo	himmel	der Himmel	nebo
1002	AP	slow	lento	långsam	langsam	počasen
1003	Adv	slowly	lentamente	långsamt	langsam	počasi
1004	CN	small form for biscuit	formine per i biscotti	kakform	die Kleinform für Kekse	majhen model za biskvit
1005	AP	small	piccolo	liten	klein	majhen
1006	CNH	smoker	fumatore	rökare	die Raucher	kadilci
1007	CNP	snack bar	mensa	cafÃ©	die Imbissstube	okrepčevalnica
1008	CN	snack time	ora della merenda	mellanmål	Snack Zeit	čas za malico
1009	CN	sneake	scarpa da ginnastica	gymnastiksko	die Turnschuhe	superge
1010	CNPL	snow clothes	completo da neve	vinterkläder	Schnee Kleidung	oblačila za sneg
1011	CN	snow crystal	cristallo di neve	snökristall	der Schneekristall	kristalni sneg
1012	CN	snowing boot	stivali da neve	vinterstövlar	Schnee Boot	škorenj za sneg
1013	CNM	snow	neve	snö	der Schnee	sneg
1014	V0	snow	nevicare	snö	schneien	snežiti
1015	CN	soap opera	tv soap opera	tv-såpa	die Seifenoper	nanizanka
1016	CNM	soap	sapone	tvål	der Seife	milo
1017	CNM	soccer	calcio	fotboll	der Fussball	nogomet
1018	CNP	soccer field	campo da calcio	fotbollsplan	der Fussballplatz	nogometno igrišče
1019	CN	soccer game	partita di calcio	fotbollsmatch	das Fussballspiel	nogometna tekma
1020	CN	sofa	divano	soffa	die Sofa	kavč
1021	NPH	someone	qualcuno	någon	jemand	nekdo
1022	AdvT	some time ago	tempo fa	för en tid sedan	vor einiger Zeit	nekaj časa nazaj
1023	CNH	son	figlio	son	der Sohn	sin
1024	CNM	chili soup	minestra chili	chilisoppa	die Chilisuppe	juha s čilijem
1025	CNM	soup	minestra	soppa	die Suppe	juha
1026	CNM	bean soup	minestra di fagioli	bönsoppa	die Bohnensuppe	fižolova juha
1027	CNM	carrot soup	minestra di carote	morotssoppa	Karottensuppe	korenčkova juha
1028	CNM	chicken soup	minestra di pollo	kycklingsoppa	die Hühnersuppe	piščančja juha
1029	CNM	green pea soup	minestra di piselli	grön ärtsoppa	die Erbsensuppe	juha iz zelenega graha (grahova juha)
1030	CNM	lentil soup	minestra di lenticchie	linssoppa	die Linsensuppe	juha iz leče
1031	CNM	onion soup	minestra di cipolle	löksoppa	die Zwiebelsuppe	čebulna juha
1032	CNM	potato soup	minestra di patate	potatissoppa	die Kartoffelsuppe	krompirjeva juha
1033	CNM	tomato soup	minestra di pomodoro	tomatsoppa	die Tomatesuppe	paradižnikova juha
1034	CN	soup plate	piatto fondo	sopptallrik	der Suppenteller	krožnik juhe
1035	AP	sour	aspro	sur	sauer	kisel
1036	CNM	sour cream	panna da cucina	gräddfil	der Sauerrahm	kisla smetana
1037	CN	spicy	piccante	kryddstark	würzig	začinjen (pikanten)
1038	CN	spoon	cucchiaio	sked	der Löffel	žlica
1039	CN	sports jacket	giacca sportiva	sportjacka	Sport Jacke	športna jakna
1040	CNM	sport	sport	idrotta*	der Sort	šport
1041	CNM	sport	sport	sport	der Sport	iz čistega veselja	DUPLICATE 1040
1042	CNP	stadium	stadio	stadium	das Stadion	stadion
1043	CNP	stairs	scale	trappor	die Treppe	stopnice
1044	CN	stamp	francobollo	frimärke	die Briefmare	znamka
1045	V2	stamp	timbrare	stämpla	der Stempel	žig
1046	CN	stamp	timbro	stämpel	die Marke	nalepiti (znamko)
1047	CN	star	stella	stjärna	der Stern	zvezda
1048	VP	start a walk	iniziare una passeggiata	påbörja en promenad	starten Sie einen Spaziergang	začeti s sprehodom (iti na sprehod)
1049	CNP	fuel station	pompa di carburante	bensinpump	die Tankstelle	črpalka za gorivo
1050	VA	stay	stare	stanna	bleiben	bivanje
1050	V	stay	stare	stanna	bleiben	bivanje
1051	CN	steak	bistecca	biff	das Steak	zrezek
1052	CN	stomach	stomaco	mage	der Bauch	trebuh
1053	CNP	stop	fermata	hållplats	der Halt	stop
1054	V	stop	stop	stanna	halten	pavza
1055	AP	stormy	tempestoso	stormig	stürmisch	nevihten
1056	CN	story	favola	saga	die Geschichte	zgodba
1057	Adv	straight	diritto	rakt	gerade	raven
1058	AP	straight	dritto	rak	direkt	naravnost
1059	CN	straw hat	cappello di paglia	stråhatt	der Strohhut	slamnik
1060	CNP	street	strada	gata	die Strasse	ulica
1061	CNP	street	via	gata	die Gasse	cesta
1062	VP	strike a match	accendere un fiammifero	tända en tändsticka	ein Streichholz anzünden	prižgati vžigalico
1063	VP	strip a bed	disfare il letto	byta i sängen	ein Bett abziehen	sleči posteljnino
1064	AP	strong	forte	stark	stark	močan
1065	CNH	student	studente	student	der Student	študent
1066	V2	study	studiare	studera	die Studie	študija
1066	V	study	studiare	studera	die Studie	študija
1067	CNM	substance	materia	substans	die Substanz	snov
1068	CNP	subway	metropolitana	tunnelbana	U-Bahn	podzemna železnica
1069	AP	such	così	så	eine solche	tak, samo
1070	CNM	sugar	zucchero	socker	der Zucker	sladkor
1071	Weekday	Sunday	domenica	söndag	der Sonntag	nedelja
1072	CNPL	sunglasses	occhiali da sole	solglasögon	die Sonnenbrille	sončna očala
1073	AP	sunny	soleggiato	solig	sonnig	sončen
1074	AP	sure	certo	säker	sicher	prepričan
1075	CN	surprise	sorpresa	överraskning	die Überraschung	presenečenje
1076	CN	sweat shirt	maglia a maniche lunghe	långärmad tröja	der Pullover	majica
1077	CN	candy,sweet	caramella	godis	süß*	sladek
1078	AP	sweet	dolce	söt 	süss	sladkarija
1079	CNM	sweet potato	patata doce	sötpotatis	Süßkartoffel	sladki krompir
1080	CNP	swimming pool	piscina	bassäng	das Schwimmbad	bazen
1081	V	swim	nuotare	simma	schwimmen	plavati
1082	V2	switch off	spegnere	stänga av	ausschalten	odklopiti
1083	Adv	off	spento	avstängd	abschalten	ugasniti …
1084	CN	table	tavola	bord	der Tisch	miza
1085	CN	table	tavolo	bord	die Tabelle	tabela
1086	VP	take a nap	fare un sonnellino	ta en tupplur	ein Nickerchen	zadremati
1087	VP	take another table	prendere un'altra tabella	hämta en annan karta	nehmen Sie einen anderen Tisch	uporabi drugo tabelo
1088	V2	take away	da asporto	take away	wegbringen	odvzeti
1089	VP	take cap off	togliere il tappo	ta av sig mössan	nehmen Kappe ab	odstranite pokrov
1090	V2	take  care of	prendersi cura di	sköta om	schonen	skrbeti za
1091	VP	take cover off	togliere la coperta	ta av täcket	In Deckung ab	odstraniti pokrovček
1092	VP	take off the hat	togliersi il cappello	ta av hatten	nehmen Sie den Hut ab	sneti klobuk
1093	VP	take off the trousers	levare i pantaloni	ta av byxorna	di Hoe ausziehen	sleči hlače
1094	VP	take plug off 	togliere la spina	dra ur kontakten	nehmen ausstecken	odstraniti zamašek
1095	VP	take the dog for a walk	portare il cane a fare un giro	rasta hunden	nehmen Sie den Hund für einen Spaziergang	vzeti psa na sprehod
1096	VP	take the toilet paper	prendere la carta igienica	ta toalettpapper	nehmen Sie die WC-Papier	vzeti toaletni papir
1097	VP	take trash out	portare fuori l'immondizia	ta ut soporna	nehmen Sie Müll aus	vrži smeti
1098	VP	take weed off	togliere la gramigna	rensa ogräs	nehmen Unkraut aus	odstraniti plevel
1099	CNM	talcum powder	borotalco	talkpuder	der Talkumpuder	smukec, talk
1100	CNH	talent	talento	talang		Talent		talent
1100	CNM	talent	talento	talang		Talent		talent
1101	CNP	taxi	tassì	taxi		Taxi		taksi
1102	CNH	teacher	insegnante di sostegno	pedagog		učitelj
1103	CNH	teacher	maestra	lärare	Lehrer	pedagog
1104	CNH	team	squadra	lag	Lehrer	skupina
1105	CN	tea set	set da tè	teservis	das Teeservice	set za čaj, pribor za čaj
1106	CNM	tea	tè	te	der Tee	čaj
1107	CN	telephone	telefono	telefon	das Telefon	telefon
1108	CN	television guide	guida tv	TV-programtabell	Fernseher Guide	televizijski program
1109	CN	television	TV	TV	das Fernsehen	televizija
1110	VP	tell a story	raccontare una storia	berätta en historia	eine Geschichte erzählen	pripovedovati zgodbo
1111	V2	tell	raccontare	berätta	erzählen	povedati, reči
1111	V	tell	raccontare	berätta	erzählen	povedati, reči
1112	NP	television news	telegiornale	TV-nyheter	die Television News	televizijske novice
1113	CN	temperature	temperatura	temperatur	die Temperatur	temperatura
1114	Numeral	ten	dieci	tio	zehn	deset
1115	CN	tennis game	partita di tennis	tennismatch	das Tennisspiel	teniška igra
1116	CNM	tennis	tennis	tennis	das Tennis	tenis
1117	CN	text	testo	text	der Text	besedilo
1118	V2	thank	ringraziare	tacka	danken	zahvaliti
1119	Interj	thank you	grazie	tack 	das Dankeschön	hvala
1120	Det	that	quello	det där/den där	das	to
1121	CNP	theater	teatro	teater	das Theater	gledališče
1122	AdvP	there	là	där	dort	tam
1123	Utt	there's something	c'è qualcosa	där är något	da ist etwas	je nekaj
1124	AP	the same / identical	identico	lika	dasselbe / gleich	enak/istoveten
1125	Pron	they	loro	de	sie	oni
1126	AP	thin	magro	mager	dünn	tanek
1127	Ord	third	terzo	tredje	dritte	tretji
1128	CNM	thirst	sete	törst	der Durst	žeja
1129	AdvT	this month	questo mese	den här månaden	diesen Monat	ta mesec
1130	Det	this	questo	den här	dies	ta, to
1131	V2	throw away	buttare via	slänga	wegschmeißen	vrži stran
1132	V2	throw out	sbattere fuori	slå ut	hinauswerfen	vreči  ven
1133	VP	throw the dice	tirare i dadi	kasta tärning	den Würfel werfen	metati kocko
1134	V2	throw up	vomitare	kräkas	sich übergeben	bruhati
1134	V	throw up	vomitare	kräkas	sich übergeben	bruhati
1135	CN	thumb	pollice	tumme	der Daumen	palec
1136	Weekday	Thursday	giovedì	torsdag	der Donnestag	četrtek
1137	CN	ticket	biglietto	biljett	die Fahrkarte	vstopnica
1138	V2	tidy up	mettere in ordine	städa	aufräumen	počistiti
1138	V	tidy up	mettere in ordine	städa	aufräumen	počistiti
1139	V2	tidy up	ordinare	städa	aufräumen	pospraviti
1139	V	tidy up	ordinare	städa	aufräumen	pospraviti
1140	V2	tie	annodare	knyta	die Krawatte*	kravata
1141	CN	tie	cravatta	slips	binden*	zvezati
1142	CN	time	tempo	tid	die Zeit	čas
1143	CN	tin can masher	schiaccia lattine	burkåtervinning	Blechdose Stampfer	odpirač za konzerve
1144	CNM	tender chicken	pollo tenero	kyckklingdelar	zartes Hühnchen	ponudba piščančjega mesa
1145	VP	be lying down on the back	essere sdraiati sulla schiena	ligga på rygg	auf dem Rücken liegen	ležati na hrbtu
1146	VP	be lying down on the side	essere sdraiati sul fianco	ligga på sidan	auf der Seite nach unten liegen	ležati na strani
1147	V2	celebrate	festeggiare	fira	feiern	praznovati, slaviti
1147	V	celebrate	festeggiare	fira	feiern	praznovati, slaviti
1148	V2 V	drive	guidare	köra	fahren	voziti	DUPLICATE 0310
1149	CN	toe nail	unghia del piede	tånagel	die Fussnägel	nohti na nožnih prstih
1150	V2	fix	fissare	sätta fast	reparieren	popraviti
1151	V	float	galleggiare	flyta	schweben	plavati , pluti
1152	V	gamble	giocare d'azzardo	spela (om pengar) 	um Geld spielen	hazardirati
1153	V2	hurt	ferire	göra ont	verletzen	raniti, poškodovati
1154	CNP	toilet	gabinetto	toalett	die Toilette	wc
1155	CNM	toilet paper	carta igienica	toalettpapper	das Klopapier	toaletni papir
1156	CNP	toilet	toilette	toalett	das WC	umivalnica s straniščem
1157	V2	to look	guardare	titta	sehen	pogledati
1157	V	to look	guardare	titta	sehen	pogledati
1158	CNM	tomato in box	pomodoro in scatola	konserverade tomater	Tomaten im Kasten	paradižnik v zaboju
1159	CNM	tomato juice	succo di pomodoro	tomatjuice	die Tomatensaft	sok od paradižnika
1160	CN	tomato	pomodoro	tomat	die Tomate	paradižnik 
1161	CNM	tomato sauce	passata di pomodoro	passerade tomater	die Tomatensosse	paradižnikova omaka
1162	CN	tongue	lingua	tunga	die Zunge	jezik
1163	AP	too big	troppo grande	för stor	viel zu gross	prevelik
1164	AP	too expensive	troppo caro	för dyr	zu teuer	predrag
1165	AP	too small	troppo piccolo	för liten	zu klein	premajhen
1166	CN	tooth	dente	tand	der Zahn	zob
1167	CNM	toothpaste	dentifricio	tandkräm	die Zahnkreme	zobna pasta
1168	V	register	registrarsi	registrera sig	registrieren	registrirati
1169	V2	stop	fermare	stanna	anhalten	ustaviti
1169	V	stop	fermare	stanna	anhalten	ustaviti
1170	V V2	stop	fermare	stanna	anhalten	prekiniti	DUPLICATE 1169
1171	VP	swear	giurare	svära	fluchen	priseči
1172	VP	turn round	girarsi	snurra runt	umdrehen	obrni se
1173	V	turn	girare	snurra	In den Kurven	da se obrne
1174	CN	tour	giro	runda	die Tour	izlet
1175	CNH	tourist	turista	turist	der Tourist	turist
1176	VP	watch television	guardare la televisione	se på TV	fernsehen	gledati televizijo
1177	V2	whip	frullare	mixa	Peitsche	bičati
1178	CNP	town	città	stad	die Stadt	mesto
1179	CN	traffic lights	semaforo	trafikljus	die Ampeln	semafor
1180	CNH	trainer	allenatore	tränare	der Trainer	trener
1181	CNP	train	treno	tåg	trainieren	vlak
1182	CNP	train	treno	tåg	der Zug	trenirati	DUPLICATE 1181
1183	CN	trash bag	sacco della spazzatura	soppåse	die Mülltüte	vreča za smeti
1184	CN	trash can	bidone dell'immondizia	soptunna	der Abfalleimer	smetnjak
